ticker,date,open,high,low,close,vol
AMZN,20170303,847.2,851.98,846.27,849.88,1951500
AMZN,20170306,845.23,848.49,841.12,846.61,2610300
AMZN,20170307,845.48,848.46,843.75,846.02,2247500
AMZN,20170308,848,853.07,846.79,850.5,2288300
AMZN,20170309,851,856.4,850.31,853,2048100
AMZN,20170310,857,857.35,851.72,852.46,2436400
AMZN,20170313,851.77,855.69,851.71,854.59,1909600
AMZN,20170314,853.55,853.75,847.55,852.53,2130500
AMZN,20170315,854.33,854.45,847.11,852.97,2562100
AMZN,20170316,855.3,855.5,850.51,853.42,1842200
AMZN,20170317,853.49,853.83,850.64,852.31,3384400
AMZN,20170320,851.51,857.8,851.01,856.97,2282700
AMZN,20170321,858.84,862.79,841.31,843.2,4382800
AMZN,20170322,840.43,849.37,839.05,848.06,2658600
AMZN,20170323,848.2,850.89,844.8,847.38,1952900
AMZN,20170324,851.68,851.8,843.53,845.61,2138200
AMZN,20170327,838.07,850.3,833.5,846.82,2755700
AMZN,20170328,851.75,858.46,850.1,856,3041600
AMZN,20170329,859.05,876.44,859.02,874.32,4485700
AMZN,20170330,874.95,877.06,871.66,876.34,2762700
AMZN,20170331,877,890.35,876.65,886.54,3957600
AMZN,20170403,888,893.49,885.42,891.51,3422300
AMZN,20170404,891.5,908.54,890.28,906.83,4984600
AMZN,20170405,910.82,923.72,905.62,909.28,7508300
AMZN,20170406,913.8,917.19,894.49,898.28,6344000
AMZN,20170407,899.65,900.09,889.31,894.88,3710900
AMZN,20170410,899.63,908.51,899,907.04,3184300
AMZN,20170411,907.04,911.24,897.5,902.36,3012700
AMZN,20170412,903.09,904.09,895.25,896.23,2456100
AMZN,20170413,891.45,894.97,884.49,884.67,3174500
AMZN,20170414,884.67,884.67,884.67,884.67,0
AMZN,20170417,887.5,902.38,887.5,901.99,2854600
AMZN,20170418,900.99,909.61,900.78,903.78,2999200
AMZN,20170419,907.84,910.5,897.37,899.2,2870200
AMZN,20170420,899.7,905.32,896.29,902.06,2814400
AMZN,20170421,902.67,903.65,896.77,898.53,2420400
AMZN,20170424,908.68,909.99,903.82,907.41,3122800
AMZN,20170425,907.04,909.48,903,907.62,3380600
AMZN,20170426,910.3,915.75,907.56,909.29,2608900
AMZN,20170427,914.39,921.86,912.11,918.38,5305500
AMZN,20170428,948.83,949.59,924.33,924.99,7364600
AMZN,20170501,927.8,954.4,927.8,948.23,5466500
AMZN,20170502,946.65,950.1,941.41,946.94,3848800
AMZN,20170503,946,946,935.9,941.03,3582600
AMZN,20170504,944.75,945,934.22,937.53,2418300
AMZN,20170505,940.52,940.79,930.3,934.15,2866300
AMZN,20170508,940.95,949.05,939.21,949.04,3415700
AMZN,20170509,952.8,957.89,950.2,952.82,3262100
AMZN,20170510,953.5,953.75,945,948.95,2096500
AMZN,20170511,945.11,950.29,940.78,947.62,2194000
AMZN,20170512,954.5,962.79,951.53,961.35,3625800
AMZN,20170515,958.73,963.15,956.05,957.97,4270600
AMZN,20170516,961,970.06,960.91,966.07,3126000
AMZN,20170517,954.7,960.4,944.12,944.76,5145500
AMZN,20170518,944.8,962.75,944.76,958.49,3939300
AMZN,20170519,962.84,968.92,959.72,959.84,3972000
AMZN,20170522,964,971.38,962.9,970.67,2642200
AMZN,20170523,975.02,975.2,966.85,971.54,2415500
AMZN,20170524,976,981,970.23,980.35,2463000
AMZN,20170525,984.85,999,982.11,993.38,4822000
AMZN,20170526,995,998.65,989.25,995.78,3469100
AMZN,20170529,995.78,995.78,995.78,995.78,0
AMZN,20170530,996.51,1001.2,995.52,996.7,3263000
AMZN,20170531,1000,1000.12,982.16,994.62,3913100
AMZN,20170601,998.59,998.99,991.37,995.95,2454800
AMZN,20170602,998.99,1008.48,995.67,1006.73,3752300
AMZN,20170605,1007.23,1013.21,1003.51,1011.34,2719800
AMZN,20170606,1012,1016.5,1001.25,1003,3346400
AMZN,20170607,1005.95,1010.25,1002,1010.07,2823000
AMZN,20170608,1012.06,1013.61,1006.11,1010.27,2767800
AMZN,20170609,1012.5,1012.99,927,978.31,7647600
AMZN,20170612,967,975.95,945,964.91,9447200
AMZN,20170613,977.99,984.5,966.1,980.79,4580000
AMZN,20170614,988.59,990.34,966.71,976.47,3974900
AMZN,20170615,958.7,965.73,950.86,964.17,5373800
AMZN,20170616,996,999.75,982,987.71,11472600
AMZN,20170619,1017,1017,989.9,995.17,5043400
AMZN,20170620,998,1004.88,992.02,992.59,4076800
AMZN,20170621,998.7,1002.72,992.65,1002.23,2922400
AMZN,20170622,1002.23,1006.96,997.2,1001.3,2253400
AMZN,20170623,1002.54,1004.62,998.02,1003.74,2879100
AMZN,20170626,1008.5,1009.8,992,993.98,3386100
AMZN,20170627,990.69,998.8,976,976.78,3782300
AMZN,20170628,978.55,990.68,969.21,990.33,3737500
AMZN,20170629,979,987.56,965.25,975.93,4300400
AMZN,20170630,980.12,983.47,967.61,968,3390300
AMZN,20170703,972.79,974.49,951,953.66,2909100
AMZN,20170704,953.66,953.66,953.66,953.66,0
AMZN,20170705,961.53,975,955.25,971.4,3652900
AMZN,20170706,964.66,974.4,959.02,965.14,3259600
AMZN,20170707,969.55,980.11,969.14,978.76,2643300
AMZN,20170710,985,999.44,983.5,996.47,3546200
AMZN,20170711,993,995.99,983.72,994.13,2982700
AMZN,20170712,1000.65,1008.55,998.1,1006.51,3608500
AMZN,20170713,1004.62,1006.88,995.9,1000.63,2880700
AMZN,20170714,1002.4,1004.45,996.89,1001.81,2102400
AMZN,20170717,1004.69,1014.75,1003.81,1010.04,3712500
AMZN,20170718,1006,1026.03,1004,1024.45,4007600
AMZN,20170719,1025,1031.59,1022.5,1026.87,2963900
AMZN,20170720,1031.59,1034.97,1022.515,1028.7,3097400
AMZN,20170721,1021.28,1026.1,1011,1025.67,2734500
AMZN,20170724,1028.34,1043.01,1027.43,1038.95,3288000
AMZN,20170725,1038.05,1043.335,1032.48,1039.87,2447600
AMZN,20170726,1043.2,1053.2,1043.2,1052.8,2921200
AMZN,20170727,1069.55,1083.31,1040.18,1046,10991700
AMZN,20170728,1012.14,1032.85,1001,1020.04,7709400
AMZN,20170731,1019.05,1019.05,987.02,987.78,7352000
AMZN,20170801,996.11,1006.4,991.58,996.19,4572500
AMZN,20170802,1001.77,1003.21,981.73,995.89,4069900
AMZN,20170803,999.47,999.5,984.59,986.92,3255700
AMZN,20170804,989.68,991.67,982,987.58,2730300
AMZN,20170807,990.65,995,987.14,992.27,2676600
AMZN,20170808,994.35,996.28,985.79,989.84,2902800
AMZN,20170809,982.6,988,975.27,982.01,3569700
AMZN,20170810,976.29,979.86,954.68,956.92,5684000
AMZN,20170811,960,970.39,951.38,967.99,3468000
AMZN,20170814,978.41,985.5,976.19,983.3,3172800
AMZN,20170815,988.9,991.74,982,982.74,2549200
AMZN,20170816,981.65,986.46,973.22,978.18,3132000
AMZN,20170817,977.84,977.84,960.32,960.57,3512300
AMZN,20170818,961.4,965.43,954.65,958.47,3284800
AMZN,20170821,957.57,961.2,945.46,953.29,3164400
AMZN,20170822,955.52,967.93,955.495,966.9,2749900
AMZN,20170823,959.38,962,954.2,958,2668200
AMZN,20170824,957.42,959,941.14,952.45,5195700
AMZN,20170825,956,957.62,944.1,945.26,3324700
AMZN,20170828,946.54,953,942.25,946.02,2596700
AMZN,20170829,940,956,936.33,954.06,2874200
AMZN,20170830,958.44,969.41,956.91,967.59,2904600
AMZN,20170831,974.7,981,972.76,980.6,3331400
AMZN,20170901,984.2,984.5,976.875,978.25,2535900
AMZN,20170904,978.25,978.25,978.25,978.25,0
AMZN,20170905,975.4,976.77,960.37,965.27,2998600
AMZN,20170906,968.32,971.84,960.6,967.8,2129800
AMZN,20170907,974,980.59,972.55,979.47,2566700
AMZN,20170908,979.1,979.88,963.47,965.9,2605300
AMZN,20170911,974.46,981.94,974.22,977.96,2186600
AMZN,20170912,983.27,984.67,975.52,982.58,2481000
AMZN,20170913,983.97,1000,979.42,999.6,3374600
AMZN,20170914,996.8,998.56,987.74,992.21,3913200
AMZN,20170915,993.01,996.25,984.03,986.79,3760100
AMZN,20170918,990.4,992.79,968.17,974.19,3411300
AMZN,20170919,977.25,978.24,967.46,969.86,2671000
AMZN,20170920,971.79,974.81,962.16,973.21,2888700
AMZN,20170921,971.31,971.7,962.02,964.65,2337500
AMZN,20170922,961.01,965.61,954.42,955.1,2641700
AMZN,20170925,949.31,949.42,932.89,939.79,5123900
AMZN,20170926,945.49,948.63,931.75,938.6,3564800
AMZN,20170927,948,955.3,943.3,950.87,3148900
AMZN,20170928,951.86,959.7,950.1,956.4,2522500
AMZN,20170929,960.11,964.83,958.375,961.35,2543700
AMZN,20171002,964,967.3,952.12,959.19,2442600
AMZN,20171003,958,963.69,950.37,957.1,2666500
AMZN,20171004,954.21,967.79,954.05,965.45,2527300
AMZN,20171005,970,981.51,969.64,980.85,3229200
AMZN,20171006,975.64,995.75,975.64,989.58,3782000
AMZN,20171009,993.24,998.5,987.5,990.99,2938500
AMZN,20171010,996.67,997.95,980.1,987.2,3084900
AMZN,20171011,991.27,995.5,986.695,995,2337100
AMZN,20171012,996.81,1008.44,992.4,1000.93,4067300
AMZN,20171013,1007,1007.77,1001.03,1002.94,2431400
AMZN,20171016,1008.44,1009.57,1001.04,1006.34,2008900
AMZN,20171017,1005.59,1011.47,1004.38,1009.13,2319700
AMZN,20171018,1009.27,1022.31,996.55,997,2499600
AMZN,20171019,990,991.05,980.24,986.61,3108100
AMZN,20171020,993.53,994.62,982,982.91,2365100
AMZN,20171023,986.73,986.775,962.5,966.3,3494100
AMZN,20171024,969,979.85,965,975.9,2723900
AMZN,20171025,978,984.44,966.24,972.91,3033100
AMZN,20171026,980.33,982.9,968.55,972.43,5618600
AMZN,20171027,1057.95,1105.58,1050.55,1100.95,16565000
AMZN,20171030,1095.01,1122.79,1093.56,1110.85,6613000
AMZN,20171031,1109,1110.54,1101.12,1105.28,3476900
AMZN,20171101,1105.4,1108.97,1096.74,1103.68,3755500
AMZN,20171102,1097.81,1101.935,1086.869,1094.22,3684800
AMZN,20171103,1091.15,1112.68,1088.52,1111.6,3751400
AMZN,20171106,1109.15,1125.41,1108.77,1120.66,3381100
AMZN,20171107,1124.74,1130.6,1117.5,1123.17,2688900
AMZN,20171108,1122.82,1135.54,1119.11,1132.88,2581400
AMZN,20171109,1125.96,1129.62,1115.77,1129.13,3732700
AMZN,20171110,1126.1,1131.75,1124.06,1125.35,2179900
AMZN,20171113,1123,1139.9,1122.34,1129.17,2918400
AMZN,20171114,1130.11,1138,1123.89,1136.84,3138400
AMZN,20171115,1127.01,1131.75,1121.63,1126.69,3928600
AMZN,20171116,1130.16,1138.16,1130.05,1137.29,2213300
AMZN,20171117,1138.28,1138.8,1125.81,1129.88,2413300
AMZN,20171120,1129.77,1133.42,1122.55,1126.31,2163800
AMZN,20171121,1132.86,1140,1128.2,1139.49,2479300
AMZN,20171122,1141,1160.27,1141,1156.16,3555200
AMZN,20171123,1156.16,1156.16,1156.16,1156.16,0
AMZN,20171124,1160.7,1186.84,1160.7,1186,3528000
AMZN,20171127,1202.66,1213.41,1191.15,1195.83,6744000
AMZN,20171128,1204.88,1205.34,1188.52,1193.6,4559400
AMZN,20171129,1194.8,1194.8,1145.19,1161.27,9257500
AMZN,20171130,1167.1,1178.57,1160,1176.75,4509200
AMZN,20171201,1172.05,1179.65,1152,1162.35,4107000
AMZN,20171204,1173.85,1175.2,1128,1133.95,5931900
AMZN,20171205,1128.26,1159.27,1124.74,1141.57,4079700
AMZN,20171206,1137.99,1155.89,1136.08,1152.35,2853300
AMZN,20171207,1156.59,1163.19,1151,1159.79,2511500
AMZN,20171208,1170.4,1172.79,1157.1,1162,3050000
AMZN,20171211,1164.6,1169.9,1157,1168.92,2363400
AMZN,20171212,1166.51,1173.6,1161.61,1165.08,2235800
AMZN,20171213,1170,1170.87,1160.27,1164.13,2616700
AMZN,20171214,1163.71,1177.93,1162.45,1174.26,3214300
AMZN,20171215,1179.03,1182.75,1169.33,1179.14,4778600
